app_name,positivo,neutral,negativo,playtime_forever,price,Action,Adventure,Casual,Desconocido,Education,Indie,Massively Multiplayer,RPG,Racing,Simulation,Sports,Strategy,Utilities
Majesty 2,0,2,0,145008,9.99,0,0,0,0,0,0,0,0,0,1,0,1,0
Majesty 2 Collection,0,2,0,143829,19.99,0,0,0,0,0,0,0,0,0,0,0,1,0
Majesty Gold HD,0,1,0,24098,9.99,0,0,0,0,0,0,0,0,0,1,0,1,0
Major\Minor,1,4,1,172490,19.99,0,1,0,0,0,1,0,1,0,1,0,0,0
Major\Minor - Complete Edition,0,0,1,101277,19.99,0,1,0,0,0,1,0,1,0,1,0,0,0
Make it indie!,0,1,1,18711,0.99,0,1,0,0,0,1,0,0,0,1,0,0,0
Making History II: The War of the World,0,1,0,61611,14.99,0,0,0,0,0,1,0,0,0,1,0,1,0
Making History: The Calm and the Storm Gold Edition,0,1,0,2764,4.99,0,0,0,0,0,0,0,0,0,1,0,1,0
Manga Maker Comipo,0,1,0,22211,49.99,0,0,0,0,0,0,0,0,0,0,0,0,1
Manhunt,0,1,0,7932,9.99,1,0,0,0,0,0,0,0,0,0,0,0,0
MapleStory,6,28,6,5920271,0.0,0,0,1,0,0,0,1,1,0,0,0,0,0
Marauder,0,1,0,16202,9.99,0,0,0,0,0,0,0,1,0,0,0,1,0
March of the Living,0,1,0,8049,14.99,0,1,0,0,0,1,0,0,0,0,0,1,0
Marine Sharpshooter II: Jungle Warfare,0,0,1,624,9.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Mark of the Ninja,4,22,1,974209,14.99,1,1,0,0,0,1,0,0,0,0,0,0,0
Marlow Briggs and the Mask of Death,1,0,1,24087,4.99,1,1,0,0,0,0,0,0,0,0,0,0,0
Mars: War Logs,0,2,1,102982,14.99,1,0,0,0,0,0,0,1,0,0,0,0,0
Marvel Puzzle Quest,0,7,0,861991,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0
Masked Shooters 2,1,0,0,11808,0.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Mass Effect,5,11,0,2460001,19.99,1,0,0,0,0,0,0,1,0,0,0,0,0
Mass Effect 2,3,14,1,3885629,19.99,0,0,0,0,0,0,0,1,0,0,0,0,0
Massive,0,1,0,141,2.99,1,1,0,0,0,1,0,0,0,0,0,0,0
Master Levels for Doom II,0,1,0,6650,14.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Master Reboot,0,1,0,24378,14.99,1,1,0,0,0,1,0,0,0,0,0,0,0
Master Spy,0,2,0,1445,9.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Master of Orion,1,2,0,133966,29.99,0,0,0,0,0,0,0,0,0,0,0,1,0
Max Gentlemen,2,7,1,9244,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0
Max Payne,1,3,0,240830,9.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Max Payne 2: The Fall of Max Payne,0,1,1,176835,9.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Max Payne 3,6,39,0,1459855,19.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Max: The Curse of Brotherhood,0,1,0,8746,14.99,0,1,0,0,0,0,0,0,0,0,0,0,0
Maximum Override,0,2,0,3367,6.99,1,0,1,0,0,1,0,0,0,1,0,0,0
McPixel,2,13,2,170535,4.99,1,1,0,0,0,1,0,0,0,0,0,0,0
MechWarrior Online™,1,5,0,851798,0.0,1,0,0,0,0,0,1,0,0,1,0,1,0
Medal of Honor: Airborne,0,5,0,149006,9.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Medal of Honor™,2,11,1,265845,19.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Medieval Engineers,1,13,1,266790,19.99,1,0,0,0,0,1,0,0,0,1,0,1,0
Medieval II: Total War™,5,18,0,4758554,19.99,0,0,0,0,0,0,0,0,0,0,0,1,0
Medusa's Labyrinth,0,0,1,2115,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0
Mega Man Legacy Collection / ロックマン クラシックス コレクション,0,1,0,26943,14.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Megabyte Punch,0,1,0,35181,14.99,1,1,0,0,0,1,0,0,0,0,0,0,0
Megadimension Neptunia VII,0,2,0,197508,39.99,0,0,0,0,0,0,0,1,0,0,0,1,0
Melody's Escape,0,7,1,72295,9.99,0,0,0,0,0,1,0,0,0,0,0,0,0
Meltdown,0,2,0,22489,6.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Melty Blood Actress Again Current Code,0,2,0,11248,24.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Memento Mori 2,0,0,1,766,24.99,0,1,0,0,0,1,0,0,0,0,0,0,0
Memoria,0,1,0,22017,19.99,0,1,0,0,0,1,0,0,0,0,0,0,0
Memories of a Vagabond,0,3,0,34448,4.99,0,1,0,0,0,1,0,1,0,0,0,0,0
Memory Oblivion Box,0,1,0,6929,9.99,0,1,1,0,0,1,0,0,0,0,0,0,0
Men of War: Assault Squad,0,11,0,1398129,9.99,0,0,0,0,0,0,0,0,0,0,0,1,0
Men of War: Assault Squad 2,2,13,1,2237506,29.99,1,0,0,0,0,0,0,0,0,1,0,1,0
Men of War: Vietnam,0,0,1,60498,7.99,0,0,0,0,0,0,0,0,0,0,0,1,0
Men of War™,0,3,1,390971,4.99,0,0,0,0,0,0,0,0,0,0,0,1,0
Mercenary Kings,1,2,1,198846,19.99,1,1,0,0,0,1,0,1,0,0,0,0,0
Meridian: New World,0,0,1,32326,6.99,0,0,0,0,0,1,0,0,0,0,0,1,0
Metal Assault,0,1,0,21935,,1,1,1,0,0,0,0,1,0,0,0,0,0
Metal Drift,0,1,0,15008,9.99,1,0,0,0,0,1,0,0,1,0,1,0,0
Metal War Online: Retribution,0,1,0,18380,0.0,1,0,0,0,0,0,1,0,1,0,0,0,0
Metro 2033 Redux,2,6,0,552992,19.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Metro: Last Light Redux,2,20,0,645163,19.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Miasmata,0,1,0,40658,14.99,1,1,0,0,0,1,0,0,0,0,0,0,0
Microsoft Flight Simulator X: Steam Edition,3,10,1,1308915,24.99,0,0,0,0,0,0,0,0,0,1,0,0,0
Middle-earth™: Shadow of Mordor™,11,87,6,4024004,19.99,1,1,0,0,0,0,0,0,0,0,0,0,0
Midnight Club 2,0,1,0,28573,9.99,0,0,0,0,0,0,0,0,1,0,0,0,0
Might & Magic Heroes Online,0,2,1,4738,0.0,0,0,0,0,0,0,1,1,0,0,0,1,0
Might & Magic X - Legacy,0,4,0,195340,24.99,0,0,0,0,0,0,0,1,0,0,0,0,0
Might & Magic: Heroes VI,0,3,1,1484344,19.99,0,0,0,0,0,0,0,1,0,0,0,1,0
Might & Magic® Heroes® VII,0,2,2,57409,49.99,0,0,0,0,0,0,0,1,0,0,0,1,0
Mighty No. 9,0,1,0,10060,19.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Millie,0,1,0,15731,3.99,1,0,1,0,0,1,0,0,0,0,0,0,0
Minecraft: Story Mode - A Telltale Games Series,2,17,1,295768,24.99,0,1,0,0,0,0,0,0,0,0,0,0,0
Miner Wars 2081,0,1,0,25369,9.99,1,1,0,0,0,1,0,1,0,1,0,0,0
Mini Metro,2,12,1,195258,9.99,0,0,0,0,0,1,0,0,0,1,0,1,0
Mini Motor Racing EVO,0,1,0,97762,4.99,0,0,1,0,0,1,0,0,1,0,0,0,0
Minimum,3,14,2,204609,,1,0,0,0,0,0,0,0,0,0,0,0,0
Miracle Fly,0,1,0,8032,7.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Mirror's Edge™,8,62,4,1372821,19.99,1,1,0,0,0,0,0,0,0,0,0,0,0
MirrorMoon EP,0,2,1,18793,14.99,0,1,0,0,0,1,0,0,0,0,0,0,0
Miscreated,2,13,2,291958,19.99,1,1,0,0,0,1,1,1,0,1,0,1,0
Missing Translation,1,5,0,12248,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0
Mitos.is: The Game,3,17,1,630027,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
Modular Combat,0,6,0,92912,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0
Momodora: Reverie Under The Moonlight,0,1,0,22022,9.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Monaco: What's Yours Is Mine,5,37,2,810284,14.99,1,1,1,0,0,1,0,0,0,0,0,1,0
Monday Night Combat,0,3,0,444262,4.99,1,0,0,0,0,1,0,0,0,0,1,1,0
Monster Jam Battlegrounds,0,1,0,5936,9.99,1,0,0,0,0,0,0,0,1,0,1,0,0
Monster Loves You!,1,4,0,33127,9.99,0,1,1,0,0,1,0,1,0,1,0,0,0
Monsters Ate My Birthday Cake,0,1,0,3148,7.99,0,1,0,0,0,1,0,0,0,0,0,0,0
Monstrum,0,2,1,9730,17.99,0,0,0,1,0,0,0,0,0,0,0,0,0
Montague's Mount,0,1,0,8610,4.99,0,1,0,0,0,1,0,0,0,0,0,0,0
Montaro,0,5,0,20467,0.99,0,0,1,0,0,1,0,0,0,0,0,0,0
Montas,0,1,1,1063,9.99,0,1,0,0,0,1,0,0,0,0,0,0,0
Moon Hunters,0,2,0,17999,14.99,0,1,0,0,0,1,0,1,0,0,0,0,0
Mordheim: City of the Damned,0,3,0,259885,39.99,0,0,0,0,0,0,0,1,0,0,0,1,0
Morphopolis,0,4,0,39598,3.99,0,1,1,0,0,1,0,0,0,0,0,0,0
Mortal Kombat Komplete Edition,3,23,1,1194764,19.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Mortal Kombat X,0,37,6,1406675,19.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Mortal Kombat: Legacy,1,0,0,526,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mortal Kombat: Legacy II,1,0,0,84,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mortal Online,0,3,0,158560,0.0,1,0,0,0,0,1,1,1,0,0,0,0,0
Motivational Growth,0,2,0,2355,1.99,0,0,0,1,0,0,0,0,0,0,0,0,0
MotoGP™13,1,0,0,63978,9.99,0,0,0,0,0,0,0,0,1,1,1,0,0
Mount & Blade,1,5,0,1302930,9.99,0,0,0,0,0,1,0,1,0,0,0,0,0
Mount & Blade: Warband,28,164,17,36601380,19.99,1,0,0,0,0,0,0,1,0,0,0,0,0
Mount & Blade: With Fire & Sword,1,11,0,2342416,9.99,1,0,0,0,0,0,0,1,0,0,0,0,0
Mount Your Friends,5,16,3,227692,4.99,0,0,0,0,0,1,0,0,0,1,1,0,0
Mountain,5,25,6,390340,0.99,0,0,1,0,0,1,0,1,0,1,0,0,0
Moustache Mountain,0,1,0,3059,1.99,1,0,1,0,0,1,0,0,0,0,0,0,0
Move or Die,1,4,1,71683,14.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Ms. Splosion Man,0,1,0,11424,9.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Muffin Knight,0,1,0,6324,6.99,1,1,1,0,0,1,0,0,0,0,0,0,0
Mugen Souls,0,2,0,28203,19.99,0,1,0,0,0,0,0,1,0,0,0,1,0
Murder,0,1,0,88,0.99,0,1,0,0,0,1,0,0,0,0,0,0,0
Murder Miners,4,10,1,153539,0.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Murdered: Soul Suspect,0,7,0,158634,29.99,1,1,0,0,0,0,0,1,0,0,0,0,0
Mushihimesama,0,1,0,7369,19.99,1,0,0,0,0,0,0,0,0,0,0,0,0
My Butler,0,1,0,12519,9.99,0,1,0,0,0,0,0,0,0,0,0,0,0
My Lands: Black Gem Hunting,0,2,0,140406,0.0,0,0,1,0,0,1,1,0,0,0,0,1,0
My Name is Mayo,0,8,0,10439,0.99,0,0,1,0,0,0,0,0,0,1,0,0,0
My Paper Boat,0,1,0,48,4.99,0,1,1,0,0,0,0,0,1,0,0,0,0
My Riding Stables: Life with Horses,0,2,0,693,9.99,0,0,1,0,0,0,0,0,0,1,1,0,0
MyDream,0,1,0,213,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
Myst: Masterpiece Edition,0,1,0,5127,5.99,0,1,1,0,0,0,0,0,0,0,0,0,0
Mystery Chronicle: One Way Heroics,0,1,0,2878,9.99,0,0,0,0,0,0,0,1,0,0,0,0,0
Mystic Destinies: Serendipity of Aeons,0,1,0,9325,0.0,0,1,1,0,0,1,0,0,0,1,0,0,0
N++ (NPLUSPLUS),0,1,0,25546,14.99,1,0,0,0,0,0,0,0,0,0,0,0,0
NAM,0,1,0,202,6.99,1,0,0,0,0,0,0,0,0,0,0,0,0
NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD,6,22,3,1140413,19.99,1,1,0,0,0,0,0,0,0,0,0,0,0
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,0,9,0,260526,29.99,1,1,0,0,0,0,0,0,0,0,0,0,0
NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,1,10,0,510642,29.99,1,1,0,0,0,0,0,0,0,0,0,0,0
NBA 2K16,1,9,4,2103822,59.99,0,0,0,0,0,0,0,0,0,0,1,0,0
NBA 2K17,1,1,0,26482,59.99,0,0,0,0,0,0,0,0,0,0,1,0,0
NECROPOLIS: BRUTAL EDITION,0,4,0,64677,29.99,1,1,0,0,0,1,0,0,0,0,0,0,0
NEKOPALIVE,0,1,1,4516,,0,0,0,1,0,0,0,0,0,0,0,0,0
NEO Scavenger,0,11,0,254282,14.99,0,0,0,0,0,1,0,1,0,0,0,1,0
NEON STRUCT,0,1,0,5016,17.99,1,0,0,0,0,1,0,0,0,0,0,0,0
NEOTOKYO,1,4,1,66541,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
NEStalgia,0,1,0,14000,9.99,0,0,0,0,0,1,1,1,0,0,0,0,0
NOT A HERO,0,3,0,58402,12.99,1,1,0,0,0,1,0,0,0,0,0,0,0
NaissanceE,0,1,0,6255,14.99,0,1,0,0,0,1,0,0,0,0,0,0,0
Nancy Drew®: Legend of the Crystal Skull,0,0,1,1735,6.99,0,1,0,0,0,0,0,0,0,0,0,0,0
Nancy Drew®: The White Wolf of Icicle Creek,1,0,0,2211,6.99,0,1,0,0,0,0,0,0,0,0,0,0,0
Nanofights,0,1,0,195,2.99,0,0,0,0,0,1,0,0,0,0,0,0,0
Napoleon: Total War™,1,19,2,5391939,19.99,0,0,0,0,0,0,0,0,0,0,0,1,0
Narcissu 1st & 2nd,4,11,1,30393,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nation Red,0,7,0,244990,1.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Natural Selection 2,5,48,4,5324067,9.99,1,0,0,0,0,1,0,0,0,0,0,1,0
Naval Action,0,3,0,365521,39.99,1,1,0,0,0,1,1,0,0,1,0,1,0
Naval War: Arctic Circle,0,1,0,13688,19.99,0,0,0,0,0,0,0,0,0,0,0,1,0
Naval Warfare,0,1,0,5303,2.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Navy Field 2 : Conqueror of the Ocean,0,2,0,118400,,1,0,0,0,0,0,1,1,0,1,0,1,0
NecroVision,0,2,0,19577,4.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Need For Speed: Hot Pursuit,1,12,2,983723,19.99,0,0,0,0,0,0,0,0,1,0,0,0,0
Need for Speed Undercover,0,1,0,486174,9.99,1,0,0,0,0,0,0,0,1,0,0,0,0
Need for Speed: Shift,0,1,0,190414,19.99,0,0,0,0,0,0,0,0,1,0,0,0,0
Neighbours from Hell Compilation,0,1,0,3721,9.99,0,1,1,0,0,0,0,0,0,0,0,0,0
Neon Space ULTRA,0,1,0,5185,2.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Nether: Resurrected,11,63,4,1224185,4.99,1,0,0,0,0,1,1,1,0,1,0,0,0
Never Alone (Kisima Ingitchuna),0,2,0,42187,14.99,1,1,1,0,0,1,0,0,0,0,0,0,0
Nevermind,0,1,0,14868,19.99,0,0,0,1,0,0,0,0,0,0,0,0,0
Neverwinter,15,37,2,5327529,0.0,1,1,0,0,0,0,1,1,0,0,0,0,0
New York Taxi Simulator,0,1,0,966,4.99,0,0,0,0,0,0,0,0,0,1,0,0,0
New kind of adventure,2,4,0,31928,0.99,0,1,0,0,0,1,0,1,0,0,0,0,0
Next Car Game: Wreckfest,5,18,4,316469,39.99,1,0,0,0,0,1,0,0,1,1,1,0,0
Nexuiz,0,1,0,32108,9.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Nexus - The Jupiter Incident,0,1,0,30726,9.99,0,0,0,0,0,1,0,0,0,1,0,1,0
Nidhogg,3,18,5,223061,9.99,1,0,0,0,0,1,0,0,0,0,1,0,0
NightSky,0,3,0,24508,9.99,0,0,1,0,0,1,0,0,0,0,0,1,0
Nightmares from the Deep: The Cursed Heart,0,2,0,24841,9.99,0,1,1,0,0,0,0,0,0,0,0,0,0
Nihilumbra,0,1,0,26215,7.99,0,1,1,0,0,1,0,0,0,0,0,0,0
Nimble Quest,0,1,0,29770,4.99,1,0,1,0,0,1,0,0,0,0,0,0,0
No Man's Sky,12,141,26,1415196,59.99,1,1,0,0,0,0,0,0,0,0,0,0,0
No More Room in Hell,36,233,21,4883173,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0
No Time To Explain Remastered,1,3,0,56039,14.99,1,1,1,0,0,1,0,0,0,0,0,0,0
Noct,0,4,0,2303,9.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Noir Syndrome,1,0,0,8863,6.99,0,1,0,0,0,1,0,1,0,0,0,0,0
Nomad,0,1,1,32698,0.0,1,1,1,0,0,1,0,0,0,0,0,0,0
Nosferatu: The Wrath of Malachi,0,3,0,37736,9.99,1,1,0,0,0,0,0,0,0,0,0,0,0
Not The Robots,0,1,0,31102,9.99,1,0,0,0,0,1,0,0,0,0,0,1,0
NotGTAV,1,15,1,27238,2.99,0,0,1,0,0,0,0,0,0,0,0,0,0
Notrium,0,2,0,856,1.99,1,1,0,0,0,1,0,1,0,0,0,0,0
Nuclear Dawn,0,6,0,311273,9.99,1,0,0,0,0,0,0,0,0,0,0,1,0
Nuclear Throne,7,29,5,1800641,11.99,1,0,0,0,0,1,0,1,0,0,0,0,0
Numen: Contest of Heroes,1,0,0,16178,7.99,0,0,0,0,0,0,0,1,0,0,0,0,0
Nyan Cat: Lost In Space,0,4,0,9407,2.99,1,0,1,0,0,0,0,0,0,0,0,0,0
Nyctophilia,0,1,0,1575,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0
NyxQuest: Kindred Spirits,0,1,0,2653,2.99,1,1,0,0,0,0,0,0,0,0,0,0,0
O3DX,1,1,0,5426,7.99,1,0,0,0,0,1,0,0,1,0,0,0,0
OCEAN CITY RACING: Redux,1,1,0,1943,2.99,1,0,1,0,0,1,0,0,1,1,0,0,0
OMSI 2: Steam Edition,3,5,0,373062,34.99,0,0,0,0,0,0,0,0,0,1,0,0,0
ORION: Prelude,16,115,23,1158739,0.99,1,1,0,0,0,1,0,1,0,0,0,0,0
OTTTD,0,2,1,21635,7.99,0,0,0,0,0,1,0,0,0,0,0,1,0
Obduction,1,0,0,23788,29.99,0,0,0,1,0,0,0,0,0,0,0,0,0
Obliteracers,0,2,0,2074,14.99,1,0,0,0,0,1,0,0,1,0,0,0,0
Obscure,0,3,0,11028,6.99,1,1,0,0,0,0,0,0,0,0,0,0,0
Obscure II (Obscure: The Aftermath),0,1,0,4864,9.99,1,1,0,0,0,0,0,0,0,0,0,0,0
Obulis,0,1,0,12328,4.99,0,0,1,0,0,1,0,0,0,0,0,0,0
Octodad: Dadliest Catch,7,24,2,426507,14.99,1,1,0,0,0,1,0,0,0,0,0,0,0
Oddworld: Abe's Exoddus®,1,4,0,141195,2.99,0,1,0,0,0,0,0,0,0,0,0,0,0
Oddworld: Abe's Oddysee®,4,13,1,182971,2.99,0,1,0,0,0,0,0,0,0,0,0,0,0
Oddworld: New 'n' Tasty,1,3,0,96608,19.99,1,1,0,0,0,1,0,0,0,0,0,0,0
Oddworld: Stranger's Wrath HD,1,3,1,94372,9.99,1,1,0,0,0,0,0,0,0,0,0,1,0
Odysseus: Long Way Home,0,1,0,7118,3.99,0,1,1,0,0,0,0,0,0,0,0,0,0
Of Guards And Thieves,0,1,0,47776,0.0,1,0,1,0,0,1,1,0,0,0,0,0,0
Of Kings And Men,0,1,0,48928,,1,0,0,0,0,1,0,1,0,0,0,1,0
Of Orcs And Men,0,1,0,38734,14.99,1,0,0,0,0,0,0,1,0,0,0,0,0
Off-Road Drive,0,2,0,27813,4.99,0,0,0,0,0,0,0,0,1,1,0,0,0
Offworld Trading Company,1,4,0,154844,19.99,0,0,0,0,0,1,0,0,0,1,0,1,0
OlliOlli,0,4,0,31790,12.99,0,0,0,0,0,1,0,0,0,0,1,0,0
OlliOlli2: Welcome to Olliwood,1,1,0,19132,14.99,1,0,0,0,0,1,0,0,0,0,1,0,0
Omegalodon,0,2,1,22523,9.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Omerta - City of Gangsters,1,2,0,230811,14.99,0,0,0,0,0,0,0,0,0,1,0,1,0
Omikron: The Nomad Soul,0,1,0,13898,9.99,0,0,0,0,0,0,0,1,0,0,0,0,0
OmniBus,0,1,0,2005,9.99,1,1,1,0,0,1,0,0,1,1,0,0,0
On My Own,0,1,0,548,4.99,0,1,1,0,0,1,0,0,0,1,0,1,0
One Day For Ched,0,0,1,84,3.99,0,0,0,0,0,1,0,0,0,0,0,0,0
One Finger Death Punch,5,36,5,567219,4.99,1,0,1,0,0,1,0,0,0,0,0,0,0
One Manga Day,0,1,0,9884,0.0,0,1,1,0,0,1,0,0,0,1,0,0,0
One More Dungeon,0,2,0,8395,4.99,1,0,0,0,0,1,0,1,0,0,0,0,0
One Piece Burning Blood,0,1,0,9239,49.99,1,0,0,0,0,0,0,0,0,0,0,0,0
One Piece Pirate Warriors 3,0,4,1,388943,39.99,1,0,0,0,0,0,0,0,0,0,0,0,0
One Thousand Lies,0,2,0,8542,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0
One Troll Army,1,2,0,17015,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0
One Way Heroics,3,3,0,208208,3.49,0,0,0,0,0,1,0,1,0,0,0,0,0
One Way To Die: Steam Edition,0,1,0,2631,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0
Onikira - Demon Killer,0,0,1,6719,13.99,1,1,0,0,0,1,0,0,0,0,0,0,0
Only If,1,9,3,40616,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0
Operation Flashpoint: Dragon Rising,2,2,1,173414,9.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Operation Flashpoint: Red River,0,1,0,102859,9.99,1,0,0,0,0,0,0,0,0,0,0,1,0
Orbit HD,0,1,0,2544,0.99,0,1,1,0,0,1,0,0,0,1,0,0,0
Orbital Gear,1,5,0,49749,9.99,1,0,0,0,0,1,0,0,0,1,0,0,0
Orcs Must Die!,3,2,1,792213,9.99,1,0,0,0,0,1,0,0,0,0,0,1,0
Orcs Must Die! 2,2,37,1,2751202,14.99,1,0,0,0,0,1,0,0,0,0,0,1,0
Orcs Must Die! Unchained,1,9,1,395661,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0
Organ Trail: Director's Cut,2,2,0,216488,4.99,0,0,0,0,0,1,0,0,0,0,0,1,0
Organic Panic,1,0,0,933,,1,0,1,0,0,1,0,0,0,0,0,0,0
Ori and the Blind Forest,6,29,0,329120,,1,0,0,0,0,0,0,0,0,0,0,0,0
Ori and the Blind Forest: Definitive Edition,0,1,0,48314,19.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Ortus Regni,0,1,0,2980,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0
Osmos,0,2,0,57085,9.99,0,0,1,0,0,1,0,0,0,0,0,0,0
Our Darker Purpose,0,2,1,69081,14.99,1,0,0,0,0,1,0,1,0,0,0,0,0
Out There Somewhere,1,6,1,64744,0.49,1,1,0,0,0,1,0,0,0,0,0,0,0
Out of Ammo,0,1,0,5347,14.99,0,0,0,1,0,0,0,0,0,0,0,0,0
Out of Reach,0,5,0,31413,14.99,1,1,0,0,0,1,1,1,0,1,0,0,0
OutDrive,0,2,0,64170,2.99,0,0,1,0,0,1,0,0,1,0,0,0,0
Outcast 1.1,0,1,0,10739,5.99,1,1,0,0,0,0,0,1,0,0,0,0,0
Outland,0,1,0,37287,9.99,1,1,0,0,0,1,0,0,0,0,0,0,0
Outlast,6,65,13,497443,19.99,1,1,0,0,0,1,0,0,0,0,0,0,0
Over 9000 Zombies!,0,1,0,13828,1.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Over The Void,0,1,0,3214,4.99,0,0,0,0,0,1,0,0,0,0,0,0,0
Over the Dream,0,2,0,4577,3.99,0,0,0,1,0,0,0,0,0,0,0,0,0
Overcast - Walden and the Werewolf,0,2,0,58443,0.99,1,1,0,0,0,1,0,0,0,0,0,0,0
Overcooked,0,2,0,15711,16.99,1,0,1,0,0,1,0,0,0,1,0,0,0
Overgrowth,1,21,1,310042,29.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Overlord II,1,0,1,516874,9.99,0,0,0,0,0,0,0,1,0,0,0,0,0
Overlord: Fellowship of Evil,0,1,0,2672,18.99,1,1,0,0,0,0,0,0,0,0,0,0,0
Overlord™,1,4,1,334885,4.99,0,0,0,0,0,0,0,1,0,0,0,0,0
Oxenfree,0,2,0,24209,19.99,0,1,0,0,0,1,0,0,0,0,0,0,0
PAC-MAN MUSEUM™,0,1,0,1547,19.99,1,0,0,0,0,0,0,0,0,0,0,0,0
PAC-MAN™ Championship Edition DX+,4,14,1,81991,9.99,1,0,0,0,0,0,0,0,0,0,0,0,0
PAC-MAN™ and the Ghostly Adventures,0,1,1,8665,19.99,1,0,0,0,0,0,0,0,0,0,0,0,0
PARTICLE MACE,0,2,0,32508,0.98,1,1,0,0,0,1,0,0,0,0,0,0,0
PAYDAY 2,150,888,74,78336594,4.99,0,0,0,1,0,0,0,0,0,0,0,0,0
PAYDAY: The Web Series,1,4,0,922,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
PAYDAY™ The Heist,21,120,6,5476453,14.99,1,0,0,0,0,0,0,0,0,0,0,0,0
POSTAL,0,4,0,38386,1.99,1,0,0,0,0,1,0,0,0,0,0,0,0
POSTAL 2,8,68,13,1364578,9.99,1,1,0,0,0,1,0,0,0,0,0,0,0
PULSAR: Lost Colony,0,5,0,130289,24.99,0,0,0,1,0,0,0,0,0,0,0,0,0
Pacific Storm Allies,0,1,0,16036,7.99,0,0,0,0,0,0,0,0,0,1,0,1,0
Paddle Up,0,1,0,801,9.99,0,0,0,1,0,0,0,0,0,0,0,0,0
Painkiller Hell & Damnation,0,3,0,101054,19.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Painkiller Redemption,1,0,0,14079,4.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Paint the Town Red,3,11,2,174572,14.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Pajama Sam 2: Thunder and Lightning Aren't So Frightening,0,1,0,5295,6.99,0,1,1,0,0,0,0,0,0,0,0,0,0
Pajama Sam: No Need to Hide When It's Dark Outside,0,2,0,15813,6.99,0,1,1,0,0,0,0,0,0,0,0,0,0
Paladins®,2,10,1,100765,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pandora: First Contact,1,0,0,55605,29.99,0,0,0,0,0,0,0,0,0,1,0,1,0
Panzer Corps,0,1,0,64161,19.99,0,0,0,0,0,0,0,0,0,0,0,1,0
Panzermadels: Tank Dating Simulator,0,3,0,14432,9.99,0,1,1,0,0,1,0,1,0,1,0,0,0
